PCS_ID,PCS_Name,PCS_Level,Angle_Horizontal,Distance_Horizontal,Tset,Control_Method,Reference_time,Condition_without_PCS,Condition_with_PCS,Delta_P_All,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_To,PCS_ET,PCS_Tsk_All,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_To,Baseline_ET,Baseline_Tsk_All,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_ht_All,Baseline_ht_All,Delta_ht_All,Delta_Teq_All,PCS_ht_Pelvis,Baseline_ht_Pelvis,Delta_ht_Pelvis,Delta_Teq_Pelvis,PCS_ht_Left_Upper_Arm,Baseline_ht_Left_Upper_Arm,Delta_ht_Left_Upper_Arm,Delta_Teq_Left_Upper_Arm,PCS_ht_Right_Upper_Arm,Baseline_ht_Right_Upper_Arm,Delta_ht_Right_Upper_Arm,Delta_Teq_Right_Upper_Arm,PCS_ht_Left_Forearm,Baseline_ht_Left_Forearm,Delta_ht_Left_Forearm,Delta_Teq_Left_Forearm,PCS_ht_Right_Forearm,Baseline_ht_Right_Forearm,Delta_ht_Right_Forearm,Delta_Teq_Right_Forearm,PCS_ht_Left_Hand,Baseline_ht_Left_Hand,Delta_ht_Left_Hand,Delta_Teq_Left_Hand,PCS_ht_Right_Hand,Baseline_ht_Right_Hand,Delta_ht_Right_Hand,Delta_Teq_Right_Hand,PCS_ht_Left_Lower_Leg,Baseline_ht_Left_Lower_Leg,Delta_ht_Left_Lower_Leg,Delta_Teq_Left_Lower_Leg,PCS_ht_Right_Lower_Leg,Baseline_ht_Right_Lower_Leg,Delta_ht_Right_Lower_Leg,Delta_Teq_Right_Lower_Leg,PCS_ht_Left_Foot,Baseline_ht_Left_Foot,Delta_ht_Left_Foot,Delta_Teq_Left_Foot,PCS_ht_Right_Foot,Baseline_ht_Right_Foot,Delta_ht_Right_Foot,Delta_Teq_Right_Foot,Baseline_ht_Head,Baseline_P_Head,Delta_ht_Head,PCS_ht_Head,Delta_Teq_Head,Delta_P_Head,PCS_P_Head,PCS_Tsk_Head,Baseline_Tsk_Head,Baseline_ht_Chest,Baseline_P_Chest,Delta_ht_Chest,PCS_ht_Chest,Delta_Teq_Chest,Delta_P_Chest,PCS_P_Chest,PCS_Tsk_Chest,Baseline_Tsk_Chest,Baseline_ht_Back,Baseline_P_Back,Delta_ht_Back,PCS_ht_Back,Delta_Teq_Back,Delta_P_Back,PCS_P_Back,PCS_Tsk_Back,Baseline_Tsk_Back,Baseline_ht_Left_Thigh,Baseline_P_Left_Thigh,Delta_ht_Left_Thigh,PCS_ht_Left_Thigh,Delta_Teq_Left_Thigh,Delta_P_Left_Thigh,PCS_P_Left_Thigh,PCS_Tsk_Left_Thigh,Baseline_Tsk_Left_Thigh,Baseline_ht_Right_Thigh,Baseline_P_Right_Thigh,Delta_ht_Right_Thigh,PCS_ht_Right_Thigh,Delta_Teq_Right_Thigh,Delta_P_Right_Thigh,PCS_P_Right_Thigh,PCS_Tsk_Right_Thigh,Baseline_Tsk_Right_Thigh
17,Foot warmer (Hodeamy),Level5,,,22,TskControl34,2025-02-27 18:59:43,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (Hodeamy)_Level5_Ta22_TskControl34_WinterClothingWithoutShoes.csv,-4.0,-1.14,-0.86,-0.3,-1.1,0.8,-1.88,-5.74,-7.5,-6.3,-39.12,-33.86,22.1,22.1,34.91,0.14,22.1,21.92,34.1,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.92,35.94,51.72,20.5,37.94,39.0,49.66,48.8,99.26,120.22,83.86,85.3,0.0,0.0,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.31,4.68,-0.37,0.85,1.72,1.82,-0.1,0.63,3.19,3.26,-0.07,0.26,3.28,3.3,-0.03,0.09,4.17,4.27,-0.09,0.26,4.1,4.03,0.07,-0.2,8.34,8.5,-0.16,0.22,10.1,10.58,-0.48,0.54,7.05,7.68,-0.63,0.98,7.17,7.7,-0.53,0.82,0.0,3.29,-3.29,11.9,0.0,2.85,-2.85,11.9,3.38,40.17,-0.02,3.36,-0.01,-0.19,39.98,34.0,34.0,1.76,20.9,-0.11,1.65,0.75,-1.32,19.58,34.0,34.0,2.9,34.5,-0.09,2.81,0.33,-1.05,33.45,34.0,34.0,6.19,73.67,0.04,6.23,-0.05,0.49,74.16,34.0,34.0,6.83,81.31,-0.26,6.57,0.42,-3.08,78.23,34.0,34.0
17,Foot warmer (Hodeamy),Level1,,,22,TskControl34,2025-02-27 17:31:28,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (Hodeamy)_Level1_Ta22_TskControl34_WinterClothingWithoutShoes.csv,1.52,-1.56,-0.24,0.9,0.22,1.04,-2.64,-1.74,-4.12,-3.12,44.8,46.9,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,57.24,20.08,38.56,40.2,50.98,49.04,98.5,124.22,87.24,88.48,83.92,80.76,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.81,4.68,0.13,-0.32,1.69,1.82,-0.13,0.86,3.24,3.26,-0.02,0.07,3.38,3.3,0.08,-0.27,4.28,4.27,0.02,-0.05,4.12,4.03,0.09,-0.26,8.28,8.5,-0.22,0.31,10.44,10.58,-0.15,0.16,7.33,7.68,-0.35,0.54,7.44,7.7,-0.26,0.41,7.05,3.29,3.76,-13.63,6.79,2.85,3.94,-16.48,3.38,40.17,0.04,3.42,-0.21,0.47,40.64,34.0,34.0,1.76,20.9,-0.1,1.65,0.69,-1.22,19.68,34.0,34.0,2.9,34.5,-0.08,2.82,0.32,-1.0,33.5,34.0,34.0,6.19,73.67,-0.23,5.96,0.37,-2.7,70.97,34.0,34.0,6.83,81.31,-0.18,6.65,0.26,-2.15,79.16,34.0,34.0
17,Foot warmer (lomitech),Mid,,,25,TskControl34,2025-03-04 14:27:21,2025-03-04_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-04_ID17_Foot warmer (lomitech)_Mid_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-12.26,-20.82,-5.5,-6.04,-1.78,-2.06,-6.04,-2.98,-15.68,-14.14,-73.4,-70.44,25.1,24.8,51.48,0.04,24.92,25.08,34.8,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,47.6,46.38,38.34,16.66,28.68,30.38,37.8,37.6,68.54,78.78,56.64,58.0,0.0,0.0,25.1,25.0,63.95,0.05,25.04,25.76,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.6,37.48,34.18,36.42,39.58,39.66,74.58,81.76,72.32,72.14,73.4,70.44,3.88,5.65,-1.77,2.17,1.83,4.18,-2.35,4.98,3.16,3.81,-0.66,1.44,3.35,4.06,-0.72,1.49,4.16,4.42,-0.25,0.4,4.14,4.43,-0.29,0.47,7.55,8.32,-0.78,0.73,8.68,9.13,-0.45,0.33,6.24,8.07,-1.83,1.94,6.39,8.05,-1.66,1.76,0.0,8.19,-8.19,8.96,0.0,7.86,-7.86,8.96,3.5,31.38,-0.25,3.25,0.46,-1.89,29.5,34.0,34.0,2.72,24.33,-0.99,1.72,3.2,-8.68,15.65,34.0,34.0,4.07,36.48,-1.32,2.75,2.82,-11.52,24.95,34.0,34.0,6.79,60.81,-0.79,5.99,0.97,-6.38,54.43,34.0,34.0,7.98,71.48,-0.89,7.09,0.93,-7.08,64.4,34.0,34.0
17,Foot warmer (lomitech),BACKUP,,,22,TskControl34,2025-02-27 15:58:41,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (lomitech)_BACKUP_High_Ta22_TskControl34_WinterClothingWithoutShoes.csv,-4.2,-2.02,-0.84,-3.46,-0.16,1.48,-2.66,-2.56,-7.76,-9.8,-39.12,-33.86,22.1,22.1,34.91,0.14,22.1,21.92,34.66,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,43.06,47.0,51.52,19.62,37.96,35.84,50.6,49.48,98.48,123.4,83.6,81.8,0.0,0.0,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.1,4.68,-0.58,0.9,1.65,1.82,-0.17,1.11,3.19,3.26,-0.07,0.26,3.01,3.3,-0.29,1.05,4.25,4.27,-0.01,0.04,4.16,4.03,0.12,-0.37,8.28,8.5,-0.22,0.31,10.37,10.58,-0.22,0.24,7.03,7.68,-0.65,1.01,6.87,7.7,-0.82,1.27,0.0,3.29,-3.29,11.9,0.0,2.85,-2.85,11.9,3.38,40.17,0.08,3.46,-0.25,0.99,41.16,34.0,34.0,1.76,20.9,-0.1,1.66,0.67,-1.19,19.71,34.0,34.0,2.9,34.5,-0.05,2.85,0.19,-0.54,33.96,34.0,34.0,6.19,73.67,-0.19,6.0,0.33,-2.26,71.41,34.0,34.0,6.83,81.31,-0.11,6.73,0.15,-1.28,80.03,34.0,34.0
18,Foot warmer (Hodeamy),Level4,,,25,TskControl34,2025-03-05 13:00:23,2025-03-05_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-05_ID18_Foot warmer (Hodeamy)_Level4_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-6.7,-5.72,-1.72,-3.54,-0.48,0.1,-3.9,-1.16,-4.76,-2.12,-70.48,-69.5,25.1,24.9,54.2,0.17,25.01,25.29,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,39.5,18.5,28.62,30.44,37.88,36.92,70.92,80.64,63.48,65.16,1.5,3.28,24.9,24.9,56.64,0.11,24.9,25.28,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,46.2,24.22,30.34,33.98,38.36,36.82,74.82,81.8,68.24,67.28,71.98,72.78,4.39,5.08,-0.68,1.32,2.06,2.66,-0.6,2.15,3.18,3.33,-0.15,0.52,3.39,3.73,-0.35,0.95,4.21,4.22,-0.0,0.11,4.11,4.05,0.06,-0.02,7.89,8.22,-0.33,0.47,8.97,8.99,-0.02,0.13,7.06,7.5,-0.44,0.63,7.25,7.39,-0.15,0.29,0.17,7.91,-7.74,8.91,0.36,8.0,-7.63,8.69,3.39,30.84,-0.03,3.36,0.18,-0.63,30.22,34.0,34.0,1.96,17.8,-0.16,1.79,0.86,-1.68,16.12,34.0,34.0,3.23,29.41,-0.11,3.12,0.38,-1.36,28.05,34.0,34.0,6.05,55.01,-0.27,5.77,0.5,-3.13,51.88,34.0,34.0,7.34,66.75,-0.44,6.9,0.67,-4.75,62.0,34.0,34.0
18,Foot warmer (Hodeamy),Level5,,,25,TskControl34,2025-03-05 14:06:23,2025-03-05_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-05_ID18_Foot warmer (Hodeamy)_Level5_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-7.84,-8.36,-2.18,-3.04,-1.3,0.68,-4.42,-2.22,-5.48,-4.18,-71.98,-72.78,25.0,25.0,51.12,0.07,25.0,25.14,34.1,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,35.7,35.1,38.36,15.86,28.16,30.94,37.06,37.5,70.4,79.58,62.76,63.1,0.0,0.0,24.9,24.9,56.64,0.11,24.9,25.28,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,46.2,24.22,30.34,33.98,38.36,36.82,74.82,81.8,68.24,67.28,71.98,72.78,4.22,5.08,-0.86,1.54,1.76,2.66,-0.9,3.14,3.13,3.33,-0.21,0.65,3.44,3.73,-0.3,0.81,4.12,4.22,-0.1,0.31,4.17,4.05,0.12,-0.17,7.82,8.22,-0.4,0.54,8.84,8.99,-0.15,0.25,6.97,7.5,-0.53,0.73,7.01,7.39,-0.38,0.57,0.0,7.91,-7.91,9.1,0.0,8.0,-8.0,9.1,3.39,30.84,-0.14,3.25,0.68,-1.63,29.22,34.0,34.0,1.96,17.8,-0.25,1.7,1.26,-2.46,15.34,34.0,34.0,3.23,29.41,-0.38,2.85,1.17,-3.73,25.68,34.0,34.0,6.05,55.01,-0.41,5.64,0.7,-4.26,50.75,34.0,34.0,7.34,66.75,-0.5,6.84,0.7,-5.19,61.56,34.0,34.0
18,Foot warmer (Hodeamy),Level8,,,25,TskControl34,2025-05-03 15:05:00,2025-03-05_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-05_ID18_Foot warmer (Hodeamy)_Level8_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-8.32,-7.04,-2.24,-3.04,-0.62,0.4,-3.7,-2.1,-9.48,-7.62,-71.98,-72.78,21.5,21.8,52.14,0.09,21.65,22.74,34.3,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,39.3,38.36,37.88,17.18,28.1,30.94,37.74,37.22,71.12,79.7,58.76,59.66,0.0,0.0,24.9,24.9,56.64,0.11,24.9,25.28,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,46.2,24.22,30.34,33.98,38.36,36.82,74.82,81.8,68.24,67.28,71.98,72.78,2.99,5.08,-2.08,1.64,1.39,2.66,-1.27,2.65,2.28,3.33,-1.06,0.67,2.51,3.73,-1.23,0.81,3.06,4.22,-1.16,0.15,3.01,4.05,-1.03,-0.1,5.76,8.22,-2.46,0.45,6.45,8.99,-2.54,0.23,4.76,7.5,-2.74,1.26,4.83,7.39,-2.56,1.03,0.0,7.91,-7.91,9.1,0.0,8.0,-8.0,9.1,3.39,30.84,-1.16,2.23,1.48,-3.31,27.53,34.01,34.0,1.96,17.8,-0.68,1.28,1.04,-2.03,15.77,34.0,34.0,3.23,29.41,-1.09,2.14,0.89,-2.93,26.48,34.0,34.0,6.05,55.01,-1.99,4.05,0.79,-4.95,50.06,34.0,34.0,7.34,66.75,-2.35,4.98,0.7,-5.24,61.51,34.0,34.0
18,Foot warmer (Hodeamy),Level1,,,25,TskControl34,2025-03-05 12:19:23,2025-03-05_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-05_ID18_Foot warmer (Hodeamy)_Level1_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-1.12,-3.24,-0.9,-0.32,-0.46,1.56,-1.68,2.88,-1.56,0.24,-6.24,-5.76,25.0,24.8,54.88,0.12,24.9,25.21,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,45.08,20.98,29.44,33.66,37.9,38.38,73.14,84.68,66.68,67.52,65.74,67.02,24.9,24.9,56.64,0.11,24.9,25.28,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,46.2,24.22,30.34,33.98,38.36,36.82,74.82,81.8,68.24,67.28,71.98,72.78,4.95,5.08,-0.12,0.22,2.31,2.66,-0.36,1.22,3.24,3.33,-0.1,0.27,3.7,3.73,-0.04,0.09,4.16,4.22,-0.05,0.11,4.22,4.05,0.17,-0.39,8.04,8.22,-0.18,0.2,9.31,8.99,0.32,-0.32,7.33,7.5,-0.17,0.21,7.42,7.39,0.03,-0.03,7.22,7.91,-0.69,0.79,7.36,8.0,-0.63,0.72,3.39,30.84,-0.06,3.33,0.16,-0.52,30.32,34.0,34.0,1.96,17.8,0.06,2.02,-0.29,0.57,18.37,34.0,34.0,3.23,29.41,-0.16,3.07,0.47,-1.48,27.93,34.0,34.0,6.05,55.01,-0.15,5.89,0.24,-1.37,53.64,34.0,34.0,7.34,66.75,-0.16,7.18,0.2,-1.43,65.32,34.0,34.0
19,Hand warmer (desk mat),Level3,,,25,TskControl34,2025-02-07 15:51:54,2025-02-07_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-07_ID19_Hand warmer (desk mat)_Level3_Ta25_TskControl34.csv,-6.56,-1.12,0.42,0.38,-25.82,-62.78,-68.26,-61.68,-1.94,-1.62,0.26,-0.22,25.2,25.2,68.97,0.23,25.2,26.32,34.0,34.0,34.0,34.0,34.0,34.4,34.3,33.98,34.0,34.0,34.0,34.0,43.96,28.94,46.36,55.56,27.9,0.0,0.0,2.64,64.94,69.02,45.88,46.04,24.9,25.1,71.54,0.08,25.01,26.32,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.52,30.06,45.94,55.18,53.72,62.78,68.26,64.32,66.88,70.64,45.62,46.26,5.0,5.62,-0.62,1.17,3.29,3.34,-0.06,0.33,5.27,5.11,0.16,-0.08,6.31,6.14,0.18,-0.06,3.17,5.98,-2.81,4.32,0.0,6.98,-6.98,8.99,0.0,7.59,-7.59,8.99,0.3,7.15,-6.85,8.62,7.38,7.44,-0.06,0.26,7.84,7.86,-0.01,0.21,5.21,5.07,0.14,-0.05,5.23,5.15,0.09,0.04,3.23,29.02,-0.03,3.2,0.16,-0.88,28.14,34.0,34.0,3.27,29.4,-0.09,3.18,0.45,-1.43,27.97,34.0,34.0,5.02,45.15,0.02,5.04,0.14,-0.76,44.39,34.0,34.0,6.28,56.44,0.26,6.53,-0.25,1.06,57.5,34.0,34.0,7.0,62.93,0.02,7.02,0.14,-1.11,61.82,34.0,34.0
19,Hand warmer (desk mat),Level5,,,25,TskControl34,2025-02-07 16:09:54,2025-02-07_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-07_ID19_Hand warmer (desk mat)_Level5_Ta25_TskControl34.csv,-5.7,0.12,0.62,1.66,-19.66,-62.78,-68.26,-63.38,0.64,0.92,0.7,0.22,24.9,25.0,71.09,0.06,24.96,26.29,34.0,34.0,34.0,34.0,34.0,34.66,34.38,34.0,34.0,34.0,34.0,34.0,44.82,30.18,46.56,56.84,34.06,0.0,0.0,0.94,67.52,71.56,46.32,46.48,24.9,25.1,71.54,0.08,25.01,26.32,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.52,30.06,45.94,55.18,53.72,62.78,68.26,64.32,66.88,70.64,45.62,46.26,4.96,5.62,-0.66,1.01,3.34,3.34,-0.01,-0.04,5.15,5.11,0.04,-0.12,6.29,6.14,0.15,-0.27,3.77,5.98,-2.21,3.29,0.0,6.98,-6.98,8.99,0.0,7.59,-7.59,8.99,0.1,7.15,-7.05,8.86,7.47,7.44,0.03,-0.09,7.92,7.86,0.06,-0.12,5.12,5.07,0.05,-0.14,5.14,5.15,-0.0,-0.04,3.23,29.02,-0.07,3.16,-0.04,-0.43,28.59,34.0,34.0,3.27,29.4,-0.13,3.14,0.31,-1.02,28.38,34.0,34.0,5.02,45.15,-0.01,5.01,-0.06,0.14,45.29,34.0,34.0,6.28,56.44,0.01,6.29,-0.08,0.39,56.83,34.0,34.0,7.0,62.93,-0.07,6.93,0.03,-0.26,62.67,34.0,34.0
19,Hand warmer (desk mat),Level1,,,25,TskControl34,2025-02-07 16:23:54,2025-02-07_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-07_ID19_Hand warmer (desk mat)_Level1_Ta25_TskControl34.csv,-6.18,-0.18,0.2,1.62,-27.52,-62.78,-68.26,-64.32,1.44,-0.42,0.66,0.12,24.9,25.0,71.09,0.07,24.95,26.2,34.0,34.0,34.0,34.0,34.0,34.9,34.3,34.06,34.0,34.0,34.0,34.0,44.34,29.88,46.14,56.8,26.2,0.0,0.0,0.0,68.32,70.22,46.28,46.38,24.9,25.1,71.54,0.08,25.01,26.32,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.52,30.06,45.94,55.18,53.72,62.78,68.26,64.32,66.88,70.64,45.62,46.26,4.9,5.62,-0.72,1.1,3.3,3.34,-0.04,0.05,5.1,5.11,-0.01,-0.04,6.28,6.14,0.14,-0.26,2.9,5.98,-3.08,4.61,0.0,6.98,-6.98,8.99,0.0,7.59,-7.59,8.99,0.0,7.15,-7.15,8.99,7.55,7.44,0.11,-0.19,7.76,7.86,-0.1,0.05,5.11,5.07,0.04,-0.13,5.12,5.15,-0.02,-0.02,3.23,29.02,-0.02,3.21,-0.11,0.03,29.05,34.0,34.0,3.27,29.4,-0.16,3.11,0.4,-1.25,28.15,34.0,34.0,5.02,45.15,-0.03,4.99,-0.03,0.02,45.16,34.0,34.0,6.28,56.44,-0.07,6.21,0.05,-0.26,56.18,34.0,34.0,7.0,62.93,-0.12,6.88,0.11,-0.67,62.26,34.0,34.0
19,Hand wamer (desk mat),Mid,,,22,TskControl34,2025-02-24 17:49:02,2025-02-24_ID0_NoPCS_Ta22_TskControl34.csv,2025-02-24_ID19_Hand wamer (desk mat)_Mid_Ta22_TskControl34_WinterClothing.csv,-26.36,-34.3,-27.68,-34.5,-51.42,-86.88,-107.16,-85.88,-5.12,-7.84,-2.4,-4.94,22.4,22.4,30.02,0.0,22.4,22.11,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,49.94,22.54,37.88,40.44,30.92,18.58,14.16,37.18,86.54,88.22,62.0,60.5,22.3,22.5,37.98,0.13,22.39,22.25,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,76.3,56.84,65.56,74.94,82.34,105.46,121.32,123.06,91.66,96.06,64.4,65.44,4.31,6.57,-2.27,4.01,1.94,4.9,-2.95,7.01,3.27,5.65,-2.38,4.9,3.49,6.45,-2.97,5.34,2.67,7.09,-4.43,7.25,1.6,9.08,-7.48,9.56,1.22,10.45,-9.23,10.25,3.21,10.6,-7.39,8.1,7.46,7.89,-0.43,0.65,7.61,8.27,-0.67,0.95,5.34,5.55,-0.2,0.43,5.22,5.64,-0.42,0.88,3.49,40.47,-0.15,3.34,0.13,-1.77,38.7,34.0,34.0,3.74,43.47,-1.75,1.99,5.43,-20.38,23.09,34.0,34.0,5.67,65.77,-2.51,3.15,5.06,-29.21,36.56,34.0,34.0,8.01,93.02,-2.26,5.75,3.43,-26.29,66.73,34.0,34.0,8.26,95.87,-1.68,6.57,2.49,-19.62,76.25,34.0,34.0
19,Hand warmer (desk mat),Mid,,,25,TskControl34,2025-03-03 15:20:10,2025-03-03_ID0_NoPCS_Ta25_TskControl34_WinterClothing.csv,2025-03-03_ID19_Hand warmer (desk mat)_Mid_Ta25_TskControl34_WinterClothing.csv,-7.88,-6.54,-1.78,-2.24,-13.84,-27.1,-69.12,-70.3,-4.8,-6.04,-5.7,-6.84,25.3,24.9,45.24,0.21,25.14,25.11,34.0,34.0,34.0,34.0,34.0,34.0,34.96,34.0,34.0,34.0,34.0,34.0,35.66,15.1,27.6,29.52,23.86,9.56,0.0,11.0,64.36,64.58,41.76,38.92,25.1,25.1,48.87,0.18,25.1,25.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,43.54,21.64,29.38,31.76,37.7,36.66,69.12,81.3,69.16,70.62,47.46,45.76,4.02,4.89,-0.87,1.61,1.7,2.43,-0.73,2.69,3.12,3.3,-0.19,0.54,3.33,3.57,-0.24,0.63,2.69,4.24,-1.54,3.27,1.08,4.12,-3.04,6.58,0.0,7.77,-7.77,8.9,1.24,9.13,-7.89,7.7,7.26,7.77,-0.51,0.62,7.29,7.93,-0.65,0.76,4.71,5.33,-0.62,1.07,4.39,5.14,-0.75,1.33,3.47,30.88,-0.11,3.36,0.19,-1.11,29.77,34.0,34.0,1.95,17.37,-0.35,1.6,1.65,-3.21,14.16,34.0,34.0,3.08,27.45,-0.3,2.78,0.92,-2.81,24.63,34.0,34.0,5.95,52.97,-0.32,5.63,0.58,-3.09,49.88,34.0,34.0,7.2,64.09,-0.48,6.72,0.71,-4.56,59.53,34.0,34.0
20,Desk fan heater,High,125.0,90.0,22,TskControl34,2025-02-28 16:17:14,2025-02-28_ID0_NoPCS_Ta22_TskControl34_WinterClothing.csv,2025-02-28_ID20_Desk fan heater_High_Angle125_Distance90_Ta22_TskControl34_WinterClothing.csv,-15.62,-34.7,-12.6,-9.04,-5.88,-5.64,-19.7,3.44,-14.72,-12.72,-14.84,-8.96,22.9,22.9,56.14,0.16,22.9,23.16,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.72,18.66,32.62,36.78,46.06,44.8,86.02,112.94,80.2,82.6,57.28,55.0,22.2,22.4,53.45,0.09,22.3,22.47,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,66.34,53.36,45.22,45.82,51.94,50.44,105.72,109.5,94.92,95.32,72.12,63.96,4.57,5.67,-1.1,2.75,1.68,4.56,-2.88,7.61,2.94,3.86,-0.93,3.26,3.31,3.92,-0.6,2.31,4.15,4.44,-0.29,1.32,4.04,4.31,-0.28,1.31,7.75,9.04,-1.29,2.18,10.17,9.36,0.82,-0.37,7.23,8.11,-0.89,1.81,7.44,8.15,-0.71,1.56,5.16,6.16,-1.0,2.41,4.95,5.47,-0.51,1.64,3.57,41.78,-0.29,3.28,1.38,-5.36,36.42,34.0,34.0,2.84,33.19,-1.21,1.63,5.35,-15.14,18.05,34.0,34.0,4.51,52.77,-1.63,2.88,4.59,-20.81,31.96,34.0,34.0,7.08,82.86,-1.57,5.52,3.09,-21.64,61.22,34.0,34.0,7.98,93.4,-1.51,6.47,2.6,-21.58,71.82,34.0,34.0
