PCS_ID,PCS_Name,PCS_Level,Angle_Horizontal,Distance_Horizontal,Tset,Control_Method,Reference_time,Condition_without_PCS,Condition_with_PCS,Delta_P_All,Delta_P_Pelvis,Delta_P_Left_Upper_Arm,Delta_P_Right_Upper_Arm,Delta_P_Left_Forearm,Delta_P_Right_Forearm,Delta_P_Left_Hand,Delta_P_Right_Hand,Delta_P_Left_Lower_Leg,Delta_P_Right_Lower_Leg,Delta_P_Left_Foot,Delta_P_Right_Foot,PCS_Ta,PCS_MRT,PCS_RH,PCS_V,PCS_To,PCS_ET,PCS_Tsk_All,PCS_Tsk_Pelvis,PCS_Tsk_Left_Upper_Arm,PCS_Tsk_Right_Upper_Arm,PCS_Tsk_Left_Forearm,PCS_Tsk_Right_Forearm,PCS_Tsk_Left_Hand,PCS_Tsk_Right_Hand,PCS_Tsk_Left_Lower_Leg,PCS_Tsk_Right_Lower_Leg,PCS_Tsk_Left_Foot,PCS_Tsk_Right_Foot,PCS_P_All,PCS_P_Pelvis,PCS_P_Left_Upper_Arm,PCS_P_Right_Upper_Arm,PCS_P_Left_Forearm,PCS_P_Right_Forearm,PCS_P_Left_Hand,PCS_P_Right_Hand,PCS_P_Left_Lower_Leg,PCS_P_Right_Lower_Leg,PCS_P_Left_Foot,PCS_P_Right_Foot,Baseline_Ta,Baseline_MRT,Baseline_RH,Baseline_V,Baseline_To,Baseline_ET,Baseline_Tsk_All,Baseline_Tsk_Pelvis,Baseline_Tsk_Left_Upper_Arm,Baseline_Tsk_Right_Upper_Arm,Baseline_Tsk_Left_Forearm,Baseline_Tsk_Right_Forearm,Baseline_Tsk_Left_Hand,Baseline_Tsk_Right_Hand,Baseline_Tsk_Left_Lower_Leg,Baseline_Tsk_Right_Lower_Leg,Baseline_Tsk_Left_Foot,Baseline_Tsk_Right_Foot,Baseline_P_All,Baseline_P_Pelvis,Baseline_P_Left_Upper_Arm,Baseline_P_Right_Upper_Arm,Baseline_P_Left_Forearm,Baseline_P_Right_Forearm,Baseline_P_Left_Hand,Baseline_P_Right_Hand,Baseline_P_Left_Lower_Leg,Baseline_P_Right_Lower_Leg,Baseline_P_Left_Foot,Baseline_P_Right_Foot,PCS_ht_All,Baseline_ht_All,Delta_ht_All,Delta_Teq_All,PCS_ht_Pelvis,Baseline_ht_Pelvis,Delta_ht_Pelvis,Delta_Teq_Pelvis,PCS_ht_Left_Upper_Arm,Baseline_ht_Left_Upper_Arm,Delta_ht_Left_Upper_Arm,Delta_Teq_Left_Upper_Arm,PCS_ht_Right_Upper_Arm,Baseline_ht_Right_Upper_Arm,Delta_ht_Right_Upper_Arm,Delta_Teq_Right_Upper_Arm,PCS_ht_Left_Forearm,Baseline_ht_Left_Forearm,Delta_ht_Left_Forearm,Delta_Teq_Left_Forearm,PCS_ht_Right_Forearm,Baseline_ht_Right_Forearm,Delta_ht_Right_Forearm,Delta_Teq_Right_Forearm,PCS_ht_Left_Hand,Baseline_ht_Left_Hand,Delta_ht_Left_Hand,Delta_Teq_Left_Hand,PCS_ht_Right_Hand,Baseline_ht_Right_Hand,Delta_ht_Right_Hand,Delta_Teq_Right_Hand,PCS_ht_Left_Lower_Leg,Baseline_ht_Left_Lower_Leg,Delta_ht_Left_Lower_Leg,Delta_Teq_Left_Lower_Leg,PCS_ht_Right_Lower_Leg,Baseline_ht_Right_Lower_Leg,Delta_ht_Right_Lower_Leg,Delta_Teq_Right_Lower_Leg,PCS_ht_Left_Foot,Baseline_ht_Left_Foot,Delta_ht_Left_Foot,Delta_Teq_Left_Foot,PCS_ht_Right_Foot,Baseline_ht_Right_Foot,Delta_ht_Right_Foot,Delta_Teq_Right_Foot,Baseline_ht_Head,Baseline_P_Head,Delta_ht_Head,PCS_ht_Head,Delta_Teq_Head,Delta_P_Head,PCS_P_Head,PCS_Tsk_Head,Baseline_Tsk_Head,Baseline_ht_Chest,Baseline_P_Chest,Delta_ht_Chest,PCS_ht_Chest,Delta_Teq_Chest,Delta_P_Chest,PCS_P_Chest,PCS_Tsk_Chest,Baseline_Tsk_Chest,Baseline_ht_Back,Baseline_P_Back,Delta_ht_Back,PCS_ht_Back,Delta_Teq_Back,Delta_P_Back,PCS_P_Back,PCS_Tsk_Back,Baseline_Tsk_Back,Baseline_ht_Left_Thigh,Baseline_P_Left_Thigh,Delta_ht_Left_Thigh,PCS_ht_Left_Thigh,Delta_Teq_Left_Thigh,Delta_P_Left_Thigh,PCS_P_Left_Thigh,PCS_Tsk_Left_Thigh,Baseline_Tsk_Left_Thigh,Baseline_ht_Right_Thigh,Baseline_P_Right_Thigh,Delta_ht_Right_Thigh,PCS_ht_Right_Thigh,Delta_Teq_Right_Thigh,Delta_P_Right_Thigh,PCS_P_Right_Thigh,PCS_Tsk_Right_Thigh,Baseline_Tsk_Right_Thigh
16,Foot warmer (halogen heater),Low,,,25,TskControl34,2025-02-10 13:22:59,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID16_Foot warmer (halogen heater)_Low_Ta25_TskControl34.csv,-8.36,-4.54,1.08,-2.8,4.42,-3.16,9.5,2.78,-36.24,-39.96,-23.44,-25.0,25.0,25.2,67.23,0.08,25.11,26.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,47.26,29.04,50.78,52.22,67.54,72.84,103.58,84.82,33.8,32.0,26.24,23.56,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,5.32,6.25,-0.93,1.34,3.27,3.77,-0.51,1.2,5.71,5.58,0.13,-0.19,5.87,6.18,-0.31,0.45,7.6,7.09,0.51,-0.62,8.19,8.54,-0.35,0.37,11.65,10.57,1.08,-0.9,9.54,9.22,0.32,-0.3,3.8,7.87,-4.07,4.61,3.6,8.09,-4.49,4.94,2.95,5.58,-2.63,4.2,2.65,5.46,-2.81,4.58,3.27,29.13,0.06,3.33,-0.13,0.49,29.62,34.0,34.0,3.44,30.59,-0.15,3.29,0.37,-1.36,29.23,34.0,34.0,5.26,46.83,-0.03,5.23,0.02,-0.3,46.52,34.0,34.0,7.58,67.48,-0.88,6.7,1.01,-7.88,59.6,34.0,34.0,7.93,70.57,-1.14,6.79,1.31,-10.23,60.34,34.0,34.0
16,Halogen heater (Goldair),Low,90.0,100.0,25,TskControl34,2025-03-03 14:19:10,2025-03-03_ID0_NoPCS_Ta25_TskControl34_WinterClothing.csv,2025-03-03_ID16_Halogen heater (Goldair)_Low_Angle90_Distance100_Ta25_TskControl34_WinterClothing.csv,-8.78,-8.4,-2.14,-2.24,-0.98,-2.3,3.88,-2.42,-32.96,-33.28,-20.84,-20.36,25.4,25.1,46.17,0.07,25.24,25.24,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.76,13.24,27.24,29.52,36.72,34.36,73.0,78.88,36.2,37.34,26.62,25.4,25.1,25.1,48.87,0.18,25.1,25.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,43.54,21.64,29.38,31.76,37.7,36.66,69.12,81.3,69.16,70.62,47.46,45.76,3.97,4.89,-0.92,1.79,1.51,2.43,-0.92,3.45,3.11,3.3,-0.19,0.65,3.37,3.57,-0.2,0.63,4.19,4.24,-0.04,0.23,3.92,4.12,-0.2,0.56,8.33,7.77,0.57,-0.5,9.0,9.13,-0.13,0.26,4.13,7.77,-3.64,4.24,4.26,7.93,-3.67,4.19,3.04,5.33,-2.29,3.91,2.9,5.14,-2.24,3.96,3.47,30.88,-0.06,3.41,0.21,-1.05,29.83,34.0,34.0,1.95,17.37,-0.3,1.66,1.47,-2.87,14.5,34.0,34.0,3.08,27.45,-0.37,2.72,1.19,-3.63,23.82,34.0,34.0,5.95,52.97,-1.04,4.92,1.81,-9.87,43.1,34.01,34.0,7.2,64.09,-0.61,6.59,0.93,-6.35,57.74,34.0,34.0
16,Foot warmer (halogen heater),High,,,25,TskControl34,2025-02-10 13:42:59,2025-02-10_ID0_NoPCS_Ta25_TskControl34.csv,2025-02-10_ID16_Foot warmer (halogen heater)_High_Ta25_TskControl34.csv,-17.06,-8.52,-1.88,-6.18,-0.82,-3.7,-2.6,2.9,-70.04,-71.96,-39.72,-41.56,25.3,25.3,65.63,0.1,25.3,26.17,34.1,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.42,34.7,34.0,34.0,38.56,25.06,47.82,48.84,62.3,72.3,91.48,84.94,0.0,0.0,9.96,7.0,25.1,25.1,69.38,0.17,25.1,26.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.62,33.58,49.7,55.02,63.12,76.0,94.08,82.04,70.04,71.96,49.68,48.56,4.38,6.25,-1.87,2.73,2.88,3.77,-0.89,2.26,5.5,5.58,-0.09,0.34,5.61,6.18,-0.57,1.0,7.16,7.09,0.07,0.12,8.31,8.54,-0.23,0.43,10.51,10.57,-0.06,0.25,9.76,9.22,0.55,-0.31,0.0,7.87,-7.87,8.9,0.0,8.09,-8.09,8.9,1.14,5.58,-4.44,7.12,0.8,5.46,-4.65,7.62,3.27,29.13,0.05,3.32,-0.02,-0.24,28.89,34.0,34.0,3.44,30.59,-0.28,3.15,0.9,-3.15,27.44,34.0,34.0,5.26,46.83,-0.26,5.01,0.59,-3.28,43.55,34.0,34.0,7.58,67.48,-1.67,5.92,2.08,-16.01,51.47,34.0,34.0,7.93,70.57,-1.98,5.95,2.39,-18.81,51.76,34.0,34.0
16,Halogen heater (Goldair),High,90.0,100.0,22,TskControl34,2025-02-28 14:18:24,2025-02-28_ID0_NoPCS_Ta22_TskControl34_WinterClothing.csv,2025-02-28_ID16_Halogen heater (Goldair)_High_Angle90_Distance100_Ta22_TskControl34_WinterClothing.csv,-27.22,-41.04,-12.0,-7.82,-6.54,-5.62,-12.66,0.44,-82.32,-77.2,-50.58,-39.26,22.7,22.7,61.02,0.05,22.7,23.09,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,39.12,12.32,33.22,38.0,45.4,44.82,93.06,109.94,12.6,18.12,21.54,24.7,22.2,22.4,53.45,0.09,22.3,22.47,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,66.34,53.36,45.22,45.82,51.94,50.44,105.72,109.5,94.92,95.32,72.12,63.96,3.46,5.67,-2.21,4.8,1.09,4.56,-3.47,9.0,2.94,3.86,-0.93,3.1,3.36,3.92,-0.55,2.0,4.02,4.44,-0.42,1.47,3.97,4.31,-0.34,1.3,8.24,9.04,-0.8,1.4,9.73,9.36,0.37,-0.05,1.12,8.11,-7.0,10.15,1.6,8.15,-6.54,9.48,1.91,6.16,-4.26,8.21,2.19,5.47,-3.28,7.18,3.57,41.78,-0.23,3.34,1.21,-4.05,37.73,34.01,34.0,2.84,33.19,-1.22,1.61,5.27,-14.95,18.24,34.0,34.0,4.51,52.77,-1.69,2.82,4.58,-20.88,31.89,34.0,34.0,7.08,82.86,-2.15,4.93,3.95,-27.16,55.7,34.0,34.0,7.98,93.4,-2.19,5.79,3.43,-27.92,65.48,34.0,34.0
16,Halogen heater (Goldair),Low,90.0,100.0,22,TskControl34,2025-02-28 13:57:29,2025-02-28_ID0_NoPCS_Ta22_TskControl34_WinterClothing.csv,2025-02-28_ID16_Halogen heater (Goldair)_Low_Angle90_Distance100_Ta22_TskControl34_WinterClothing.csv,-19.22,-37.3,-8.78,-8.78,-3.66,-5.36,-11.94,-6.7,-42.82,-38.82,-33.6,-24.56,22.4,22.6,61.34,0.13,22.49,22.87,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,47.12,16.06,36.44,37.04,48.28,45.08,93.78,102.8,52.1,56.5,38.52,39.4,22.2,22.4,53.45,0.09,22.3,22.47,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,66.34,53.36,45.22,45.82,51.94,50.44,105.72,109.5,94.92,95.32,72.12,63.96,4.09,5.67,-1.58,3.39,1.4,4.56,-3.17,8.18,3.17,3.86,-0.7,2.27,3.22,3.92,-0.7,2.24,4.19,4.44,-0.24,0.82,3.92,4.31,-0.39,1.24,8.15,9.04,-0.89,1.32,8.93,9.36,-0.43,0.72,4.53,8.11,-3.59,5.28,4.91,8.15,-3.24,4.76,3.35,6.16,-2.82,5.45,3.42,5.47,-2.04,4.49,3.57,41.78,-0.22,3.35,0.74,-3.18,38.6,34.0,34.0,2.84,33.19,-1.16,1.67,4.91,-13.94,19.25,34.0,34.0,4.51,52.77,-1.69,2.82,4.46,-20.26,32.51,34.0,34.0,7.08,82.86,-1.52,5.56,2.73,-18.82,64.04,34.0,34.0,7.98,93.4,-1.72,6.27,2.73,-21.27,72.13,34.0,34.0
16,Halogen heater (Goldair),High,90.0,100.0,25,TskControl34,2025-03-03 14:42:50,2025-03-03_ID0_NoPCS_Ta25_TskControl34_WinterClothing.csv,2025-03-03_ID16_Halogen heater (Goldair)_High_Angle90_Distance100_Ta25_TskControl34_WinterClothing.csv,-15.88,-10.96,-2.96,-4.3,-1.88,-2.54,0.2,0.8,-69.16,-70.62,-34.52,-33.72,25.5,25.2,45.0,0.0,25.2,25.29,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.16,34.12,34.0,34.0,27.66,10.68,26.42,27.46,35.82,34.12,69.32,82.1,0.0,0.0,12.94,12.04,25.1,25.1,48.87,0.18,25.1,25.15,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,43.54,21.64,29.38,31.76,37.7,36.66,69.12,81.3,69.16,70.62,47.46,45.76,3.14,4.89,-1.75,3.25,1.21,2.43,-1.22,4.51,3.0,3.3,-0.3,0.9,3.12,3.57,-0.45,1.2,4.07,4.24,-0.17,0.44,3.88,4.12,-0.24,0.62,7.88,7.77,0.11,-0.03,9.33,9.13,0.19,-0.09,0.0,7.77,-7.77,8.9,0.0,7.93,-7.93,8.9,1.47,5.33,-3.86,6.47,1.37,5.14,-3.77,6.56,3.47,30.88,-0.17,3.3,0.41,-1.85,29.03,34.0,34.0,1.95,17.37,-0.36,1.59,1.74,-3.38,13.99,34.0,34.0,3.08,27.45,-0.45,2.64,1.38,-4.25,23.2,34.0,34.0,5.95,52.97,-1.42,4.53,2.2,-13.12,39.85,34.0,34.0,7.2,64.09,-1.42,5.78,1.9,-13.23,50.86,34.0,34.0
17,Foot warmer (lomitech),Mid,,,22,TskControl34,2025-02-26 16:19:50,2025-02-26_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-26_ID17_Foot warmer (lomitech)_Mid_Ta22_TskControl34_WinterClothingWithoutShoes.csv,3.3,-1.44,3.88,3.64,3.84,4.06,11.02,24.4,10.94,12.12,-35.42,-31.28,22.0,22.0,38.68,0.08,22.0,21.89,34.28,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.1,39.3,52.42,19.9,37.9,39.32,50.4,48.62,96.54,120.14,89.2,89.2,0.0,0.0,22.0,22.0,38.68,0.08,22.0,21.89,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,49.12,21.34,34.02,35.68,46.56,44.56,85.52,95.74,78.26,77.08,35.42,31.28,4.27,4.09,0.18,-0.81,1.66,1.78,-0.12,0.81,3.16,2.84,0.32,-1.37,3.28,2.97,0.3,-1.22,4.2,3.88,0.32,-0.99,4.05,3.71,0.34,-1.09,8.04,7.13,0.92,-1.55,10.01,7.98,2.03,-3.06,7.43,6.52,0.91,-1.68,7.43,6.42,1.01,-1.89,0.0,2.95,-2.95,12.0,0.0,2.61,-2.61,12.0,3.03,36.35,0.34,3.37,-1.06,4.12,40.47,34.0,34.0,1.59,19.05,0.11,1.69,-0.79,1.26,20.31,34.0,34.0,2.72,32.69,0.08,2.81,-0.42,0.97,33.66,34.0,34.0,5.37,64.42,0.74,6.11,-1.52,8.88,73.3,34.0,34.0,6.01,72.15,0.6,6.61,-1.17,7.22,79.37,34.0,34.0
17,Foot warmer (Hodeamy),Level4,,,22,TskControl34,2025-02-27 17:52:38,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (Hodeamy)_Level4_Ta22_TskControl34_WinterClothingWithoutShoes.csv,-3.04,-2.98,-0.3,-0.54,-0.4,0.64,-1.66,-0.72,-5.06,-5.18,-27.88,-17.66,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,52.68,18.66,38.5,38.76,50.36,48.64,99.48,125.24,86.3,86.42,11.24,16.2,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.43,4.68,-0.26,0.65,1.57,1.82,-0.25,1.64,3.24,3.26,-0.03,0.09,3.26,3.3,-0.05,0.16,4.23,4.27,-0.03,0.09,4.09,4.03,0.05,-0.16,8.36,8.5,-0.14,0.2,10.52,10.58,-0.06,0.07,7.25,7.68,-0.43,0.66,7.26,7.7,-0.44,0.67,0.94,3.29,-2.34,8.48,1.36,2.85,-1.48,6.21,3.38,40.17,-0.03,3.34,0.11,-0.42,39.75,34.0,34.0,1.76,20.9,-0.1,1.66,0.66,-1.16,19.74,34.0,34.0,2.9,34.5,-0.07,2.83,0.25,-0.8,33.7,34.0,34.0,6.19,73.67,-0.26,5.93,0.52,-3.1,70.57,34.0,34.0,6.83,81.31,-0.16,6.67,0.23,-1.96,79.35,34.0,34.0
17,Foot warmer (lomitech),High,,,22,TskControl34,2025-02-27 16:42:00,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (lomitech)_High_Ta22_TskControl34_WinterClothingWithoutShoes.csv,-3.84,-1.28,-1.52,0.68,-0.12,1.04,-0.4,-7.9,-8.92,-9.44,-39.12,-33.86,22.1,22.1,34.91,0.14,22.1,21.92,34.8,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,45.08,48.0,51.88,20.36,37.28,39.98,50.64,49.04,100.74,118.06,82.44,82.16,0.0,0.0,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.09,4.68,-0.6,0.82,1.71,1.82,-0.11,0.7,3.13,3.26,-0.13,0.47,3.36,3.3,0.06,-0.21,4.26,4.27,-0.01,0.03,4.12,4.03,0.09,-0.26,8.47,8.5,-0.03,0.05,9.92,10.58,-0.66,0.75,6.93,7.68,-0.75,1.16,6.9,7.7,-0.79,1.23,0.0,3.29,-3.29,11.9,0.0,2.85,-2.85,11.9,3.38,40.17,0.05,3.43,-0.18,0.63,40.8,34.0,34.0,1.76,20.9,-0.01,1.74,0.09,-0.15,20.75,34.0,34.0,2.9,34.5,-0.04,2.86,0.2,-0.48,34.02,34.0,34.0,6.19,73.67,-0.07,6.13,0.11,-0.78,72.89,34.0,34.0,6.83,81.31,-0.06,6.77,0.08,-0.77,80.54,34.0,34.0
17,Foot warmer (lomitech),Low,,,22,TskControl34,2025-02-26 13:58:00,2025-02-26_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-26_ID17_Foot warmer (lomitech)_Low_Ta22_TskControl34_WinterClothingWithoutShoes.csv,3.78,-0.5,3.42,3.6,4.1,5.02,12.7,28.26,12.32,13.06,-35.42,-31.28,22.0,22.0,55.91,0.15,22.0,22.22,34.3,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,38.12,39.82,52.9,20.84,37.44,39.28,50.66,49.58,98.22,124.0,90.58,90.14,0.0,0.0,22.0,22.0,38.68,0.08,22.0,21.89,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,49.12,21.34,34.02,35.68,46.56,44.56,85.52,95.74,78.26,77.08,35.42,31.28,4.3,4.09,0.21,-0.92,1.74,1.78,-0.04,0.28,3.12,2.84,0.28,-1.21,3.27,2.97,0.3,-1.21,4.22,3.88,0.34,-1.06,4.13,3.71,0.42,-1.35,8.18,7.13,1.06,-1.78,10.33,7.98,2.36,-3.54,7.55,6.52,1.03,-1.89,7.51,6.42,1.09,-2.03,0.0,2.95,-2.95,12.0,0.0,2.61,-2.61,12.0,3.03,36.35,0.33,3.36,-1.15,4.01,40.36,34.0,34.0,1.59,19.05,0.11,1.7,-0.82,1.3,20.35,34.0,34.0,2.72,32.69,0.1,2.82,-0.49,1.17,33.86,34.0,34.0,5.37,64.42,0.71,6.07,-1.43,8.47,72.89,34.0,34.0,6.01,72.15,0.71,6.72,-1.35,8.47,80.62,34.0,34.0
17,Foot warmer (lomitech),Mid,,,22,TskControl34,2025-02-27 15:05:00,2025-02-27_ID0_NoPCS_Ta22_TskControl34_WinterClothingWithoutShoes.csv,2025-02-27_ID17_Foot warmer (lomitech)_Mid_Ta22_TskControl34_WinterClothingWithoutShoes.csv,-3.44,-1.94,-1.04,0.46,-0.28,0.78,-1.44,-3.98,-4.64,-7.48,-39.12,-33.86,22.1,22.1,34.91,0.14,22.1,21.92,34.6,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,41.96,46.32,52.28,19.7,37.76,39.76,50.48,48.78,99.7,121.98,86.72,84.12,0.0,0.0,22.1,22.1,34.91,0.14,22.1,21.92,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,55.72,21.64,38.8,39.3,50.76,48.0,101.14,125.96,91.36,91.6,39.12,33.86,4.18,4.68,-0.5,0.73,1.66,1.82,-0.16,1.07,3.17,3.26,-0.09,0.32,3.34,3.3,0.04,-0.14,4.24,4.27,-0.02,0.07,4.1,4.03,0.07,-0.19,8.38,8.5,-0.12,0.17,10.25,10.58,-0.33,0.38,7.29,7.68,-0.39,0.6,7.07,7.7,-0.63,0.97,0.0,3.29,-3.29,11.9,0.0,2.85,-2.85,11.9,3.38,40.17,0.04,3.41,-0.08,0.43,40.6,34.0,34.0,1.76,20.9,-0.03,1.73,0.19,-0.33,20.57,34.0,34.0,2.9,34.5,-0.05,2.85,0.2,-0.6,33.89,34.0,34.0,6.19,73.67,-0.1,6.09,0.15,-1.2,72.47,34.0,34.0,6.83,81.31,-0.02,6.82,-0.0,-0.21,81.1,34.0,34.0
17,Foot warmer (lomitech),High,,,25,TskControl34,2025-04-03 16:48:00,2025-03-04_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-04_ID17_Foot warmer (lomitech)_High_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-12.4,-22.68,-6.22,-5.84,-1.7,-2.26,-5.64,0.74,-16.66,-12.96,-73.4,-70.44,28.0,28.0,48.74,0.05,28.0,28.1,34.8,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,47.6,45.28,38.2,14.8,27.96,30.58,37.88,37.4,68.94,82.5,55.66,59.18,0.0,0.0,25.1,25.0,63.95,0.05,25.04,25.76,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.6,37.48,34.18,36.42,39.58,39.66,74.58,81.76,72.32,72.14,73.4,70.44,5.62,5.65,-0.03,2.2,2.47,4.18,-1.72,5.42,4.66,3.81,0.85,1.63,5.1,4.06,1.03,1.44,6.31,4.42,1.9,0.38,6.23,4.43,1.81,0.51,11.49,8.32,3.17,0.68,13.75,9.13,4.62,-0.08,9.28,8.07,1.21,2.06,9.86,8.05,1.81,1.61,0.0,8.19,-8.19,8.96,0.0,7.86,-7.86,8.96,3.5,31.38,1.54,5.04,0.2,-1.15,30.24,34.0,34.0,2.72,24.33,-0.31,2.41,3.64,-9.88,14.45,34.0,34.0,4.07,36.48,0.11,4.18,2.77,-11.4,25.08,34.0,34.0,6.79,60.81,2.03,8.82,1.18,-7.9,52.91,34.0,34.0,7.98,71.48,2.82,10.8,0.84,-6.68,64.8,34.0,34.0
17,Foot warmer (lomitech),Low,,,25,TskControl34,2025-03-04 13:02:31,2025-03-04_ID0_NoPCS_Ta25_TskControl34_WinterClothingWithoutShoes.csv,2025-03-04_ID17_Foot warmer (lomitech)_Low_Ta25_TskControl34_WinterClothingWithoutShoes.csv,-11.66,-19.6,-5.0,-5.06,-1.68,-2.5,-4.36,-4.3,-13.02,-12.52,-73.4,-70.44,25.2,24.9,53.88,0.0,24.9,25.29,34.6,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,45.18,43.86,38.94,17.88,29.18,31.36,37.9,37.16,70.22,77.46,59.3,59.62,0.0,0.0,25.1,25.0,63.95,0.05,25.04,25.76,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,50.6,37.48,34.18,36.42,39.58,39.66,74.58,81.76,72.32,72.14,73.4,70.44,4.01,5.65,-1.63,2.06,1.96,4.18,-2.22,4.69,3.21,3.81,-0.61,1.31,3.45,4.06,-0.62,1.24,4.16,4.42,-0.25,0.38,4.08,4.43,-0.34,0.56,7.72,8.32,-0.61,0.52,8.51,9.13,-0.61,0.47,6.52,8.07,-1.55,1.61,6.55,8.05,-1.5,1.56,0.0,8.19,-8.19,8.96,0.0,7.86,-7.86,8.96,3.5,31.38,-0.19,3.31,0.25,-1.28,30.11,34.0,34.0,2.72,24.33,-0.97,1.75,3.1,-8.41,15.92,34.0,34.0,4.07,36.48,-1.24,2.83,2.61,-10.72,25.75,34.0,34.0,6.79,60.81,-0.84,5.95,0.99,-6.68,54.13,34.0,34.0,7.98,71.48,-0.81,7.16,0.83,-6.28,65.2,34.0,34.0
